       PrDM      T090C      C0S/m Sbeox0ML/L       FlSP     Upoly0     Upoly1      Sal00  Sigma-t00 Potemp090C       SvDM      DepSM
   4828.000     1.2500   3.177935    3.96527 7.2760e-02  0.1550473  0.1515148    34.7044    27.7908     0.8446    1535.46   4747.786
   4829.000     1.2501   3.177976    3.97918 7.2925e-02  0.1479577  0.1466829    34.7045    27.7908     0.8446    1535.48   4748.759
   4830.000     1.2501   3.178007    3.96435 7.1866e-02  0.1451121  0.1425528    34.7044    27.7908     0.8445    1535.50   4749.732
   4831.000     1.2501   3.178046    3.96679 7.2423e-02  0.1498332  0.1452870    34.7045    27.7908     0.8444    1535.51   4750.704
   4832.000     1.2501   3.178081    3.97042 7.2696e-02  0.1475016  0.1490636    34.7045    27.7909     0.8442    1535.53   4751.677
   4833.000     1.2501   3.178115    3.95585 7.3184e-02  0.1527713  0.1466758    34.7045    27.7909     0.8441    1535.55   4752.650
   4834.000     1.2501   3.178139    3.96126 7.3354e-02  0.1484391  0.1422378    34.7044    27.7908     0.8440    1535.57   4753.623
   4835.000     1.2501   3.178181    3.98010 7.2067e-02  0.1446476  0.1412769    34.7045    27.7909     0.8439    1535.58   4754.595
   4836.000     1.2503   3.178227    3.94866 7.3787e-02  0.1457255  0.1492154    34.7046    27.7909     0.8439    1535.60   4755.568
   4837.000     1.2504   3.178270    3.96271 7.2896e-02  0.1507023  0.1481048    34.7045    27.7909     0.8439    1535.62   4756.541
   4838.000     1.2505   3.178316    3.97855 7.3248e-02  0.1520044  0.1442189    34.7046    27.7909     0.8439    1535.64   4757.514
   4839.000     1.2507   3.178361    3.96231 7.2909e-02  0.1416068  0.1467036    34.7045    27.7909     0.8440    1535.65   4758.486
   4840.000     1.2508   3.178401    3.95018 7.2955e-02  0.1429063  0.1439174    34.7045    27.7909     0.8440    1535.67   4759.459
   4841.000     1.2509   3.178443    3.95602 7.2689e-02  0.1444164  0.1441923    34.7045    27.7908     0.8440    1535.69   4760.432
   4842.000     1.2510   3.178485    3.97307 7.2625e-02  0.1412406  0.1452186    34.7046    27.7909     0.8439    1535.71   4761.405
   4843.000     1.2511   3.178535    3.97560 7.2503e-02  0.1488365  0.1441459    34.7046    27.7909     0.8439    1535.73   4762.377
   4844.000     1.2512   3.178571    3.96917 7.1983e-02  0.1527140  0.1489542    34.7046    27.7909     0.8439    1535.74   4763.350
   4845.000     1.2514   3.178605    3.96616 7.2622e-02  0.1469912  0.1461699    34.7045    27.7907     0.8439    1535.76   4764.323
   4846.000     1.2514   3.178647    3.97598 7.2362e-02  0.1467491  0.1406132    34.7045    27.7908     0.8439    1535.78   4765.295
   4847.000     1.2515   3.178694    3.97077 7.2715e-02  0.1427188  0.1455627    34.7046    27.7908     0.8439    1535.80   4766.268
   4848.000     1.2517   3.178732    3.96010 7.2851e-02  0.1489268  0.1487634    34.7045    27.7907     0.8439    1535.82   4767.241
   4849.000     1.2518   3.178780    3.96813 7.3270e-02  0.1446757  0.1502385    34.7045    27.7908     0.8439    1535.83   4768.213
   4850.000     1.2519   3.178818    3.96976 7.2225e-02  0.1496898  0.1432937    34.7045    27.7908     0.8438    1535.85   4769.186
   4851.000     1.2520   3.178869    3.96778 7.1988e-02  0.1434639  0.1400795    34.7046    27.7908     0.8438    1535.87   4770.159
   4852.000     1.2522   3.178911    3.95670 7.3447e-02  0.1387463  0.1414739    34.7046    27.7908     0.8439    1535.89   4771.132
   4853.000     1.2522   3.178953    3.95985 7.3090e-02  0.1489774  0.1452614    34.7046    27.7908     0.8438    1535.91   4772.104
   4854.000     1.2524   3.178995    3.96233 7.2947e-02  0.1497533  0.1501648    34.7046    27.7908     0.8438    1535.92   4773.077
   4855.000     1.2525   3.179034    3.96916 7.3874e-02  0.1523961  0.1535043    34.7046    27.7908     0.8438    1535.94   4774.049
   4856.000     1.2526   3.179074    3.97004 7.3374e-02  0.1446611  0.1461920    34.7046    27.7907     0.8438    1535.96   4775.022
   4857.000     1.2527   3.179109    3.96513 7.4047e-02  0.1461310  0.1429435    34.7045    27.7907     0.8438    1535.98   4775.995
   4858.000     1.2527   3.179138    3.96153 7.3458e-02  0.1462761  0.1435417    34.7045    27.7907     0.8437    1536.00   4776.967
   4859.000     1.2528   3.179183    3.96480 7.2928e-02  0.1439105  0.1463890    34.7045    27.7907     0.8437    1536.01   4777.940
   4860.000     1.2529   3.179225    3.96149 7.2512e-02  0.1476752  0.1494297    34.7045    27.7907     0.8436    1536.03   4778.913
   4861.000     1.2529   3.179262    3.96528 7.3259e-02  0.1485039  0.1505388    34.7045    27.7907     0.8436    1536.05   4779.885
   4862.000     1.2531   3.179298    3.96459 7.1952e-02  0.1428969  0.1503979    34.7044    27.7906     0.8436    1536.07   4780.858
   4863.000     1.2531   3.179344    3.96533 7.3297e-02  0.1406959  0.1417522    34.7045    27.7907     0.8435    1536.08   4781.831
   4864.000     1.2532   3.179379    3.97496 7.3679e-02  0.1455232  0.1476024    34.7045    27.7906     0.8435    1536.10   4782.803
   4865.000     1.2533   3.179426    3.97118 7.2350e-02  0.1509938  0.1349670    34.7046    27.7907     0.8434    1536.12   4783.776
   4866.000     1.2534   3.179468    3.96105 7.2507e-02  0.1522288  0.1444123    34.7045    27.7907     0.8435    1536.14   4784.749
   4867.000     1.2535   3.179508    3.95346 7.3401e-02  0.1474181  0.1462354    34.7045    27.7907     0.8434    1536.16   4785.721
   4868.000     1.2536   3.179548    3.97065 7.2882e-02  0.1442156  0.1432156    34.7046    27.7907     0.8433    1536.17   4786.694
   4869.000     1.2537   3.179591    3.96628 7.2155e-02  0.1457193  0.1423157    34.7046    27.7907     0.8433    1536.19   4787.666
   4870.000     1.2538   3.179629    3.96109 7.3126e-02  0.1493275  0.1469315    34.7045    27.7906     0.8433    1536.21   4788.639
   4871.000     1.2540   3.179673    3.96280 7.1400e-02  0.1469803  0.1514848    34.7045    27.7906     0.8434    1536.23   4789.612
   4872.000     1.2541   3.179712    3.95944 7.3088e-02  0.1469641  0.1493590    34.7045    27.7906     0.8433    1536.25   4790.584
   4873.000     1.2543   3.179754    3.96639 7.3567e-02  0.1485880  0.1473726    34.7044    27.7905     0.8434    1536.26   4791.557
   4874.000     1.2544   3.179803    3.97234 7.2623e-02  0.1435999  0.1418480    34.7045    27.7905     0.8434    1536.28   4792.529
   4875.000     1.2545   3.179841    3.95675 7.2189e-02  0.1404099  0.1429607    34.7044    27.7905     0.8434    1536.30   4793.502
   4876.000     1.2546   3.179890    3.96767 7.2235e-02  0.1457449  0.1485269    34.7046    27.7906     0.8433    1536.32   4794.474
   4877.000     1.2547   3.179922    3.95862 7.2386e-02  0.1499087  0.1472775    34.7044    27.7905     0.8434    1536.34   4795.447
   4878.000     1.2548   3.179960    3.96526 7.2806e-02  0.1443602  0.1450883    34.7044    27.7905     0.8433    1536.35   4796.420
   4879.000     1.2548   3.179990    3.96834 7.2953e-02  0.1434767  0.1445921    34.7043    27.7904     0.8433    1536.37   4797.392
   4880.000     1.2549   3.180032    3.96009 7.2901e-02  0.1466878  0.1468510    34.7044    27.7904     0.8432    1536.39   4798.365
   4881.000     1.2551   3.180078    3.95997 7.3932e-02  0.1489904  0.1489395    34.7044    27.7904     0.8432    1536.41   4799.337
   4882.000     1.2551   3.180129    3.97207 7.2643e-02  0.1528034  0.1490147    34.7045    27.7905     0.8432    1536.43   4800.310
   4883.000     1.2553   3.180170    3.97343 7.3215e-02  0.1497812  0.1461746    34.7045    27.7905     0.8432    1536.44   4801.282
   4884.000     1.2554   3.180211    3.96455 7.2510e-02  0.1454522  0.1447130    34.7044    27.7904     0.8432    1536.46   4802.255
   4885.000     1.2554   3.180249    3.95655 7.2594e-02  0.1434695  0.1430252    34.7045    27.7905     0.8431    1536.48   4803.227
   4886.000     1.2556   3.180295    3.96585 7.3274e-02  0.1457605  0.1444777    34.7045    27.7905     0.8431    1536.50   4804.200
   4887.000     1.2556   3.180324    3.96250 7.3252e-02  0.1527001  0.1493649    34.7044    27.7904     0.8431    1536.51   4805.172
   4888.000     1.2557   3.180370    3.97755 7.2597e-02  0.1515770  0.1442177    34.7045    27.7905     0.8430    1536.53   4806.145
   4889.000     1.2558   3.180412    3.97943 7.2783e-02  0.1481570  0.1456213    34.7045    27.7905     0.8430    1536.55   4807.117
   4890.000     1.2559   3.180451    3.95777 7.3106e-02  0.1449441  0.1485752    34.7045    27.7904     0.8430    1536.57   4808.090
   4891.000     1.2561   3.180498    3.96154 7.2255e-02  0.1484502  0.1473569    34.7045    27.7904     0.8431    1536.59   4809.063
   4892.000     1.2562   3.180545    3.97692 7.2137e-02  0.1472040  0.1478498    34.7046    27.7905     0.8430    1536.60   4810.035
   4893.000     1.2562   3.180583    3.96311 7.3712e-02  0.1469798  0.1509725    34.7046    27.7905     0.8429    1536.62   4811.007
   4894.000     1.2564   3.180618    3.95905 7.1609e-02  0.1502474  0.1507457    34.7045    27.7904     0.8430    1536.64   4811.980
   4895.000     1.2564   3.180667    3.96014 7.3099e-02  0.1512069  0.1437991    34.7046    27.7905     0.8429    1536.66   4812.953
   4896.000     1.2566   3.180700    3.96984 7.1753e-02  0.1424274  0.1434923    34.7045    27.7904     0.8429    1536.68   4813.925
   4897.000     1.2567   3.180749    3.96889 7.1847e-02  0.1427596  0.1462284    34.7046    27.7905     0.8429    1536.69   4814.897
   4898.000     1.2569   3.180799    3.96155 7.3395e-02  0.1463179  0.1489569    34.7045    27.7904     0.8430    1536.71   4815.870
   4899.000     1.2571   3.180840    3.97997 7.2918e-02  0.1485030  0.1491655    34.7045    27.7904     0.8430    1536.73   4816.842
   4900.000     1.2572   3.180884    3.97130 7.1474e-02  0.1500285  0.1503851    34.7045    27.7904     0.8430    1536.75   4817.815
   4901.000     1.2573   3.180934    3.96291 7.1657e-02  0.1508509  0.1422292    34.7046    27.7905     0.8430    1536.77   4818.787
   4902.000     1.2574   3.180971    3.95490 7.2436e-02  0.1434370  0.1425835    34.7046    27.7904     0.8430    1536.78   4819.760
   4903.000     1.2576   3.181016    3.96864 7.3674e-02  0.1428486  0.1422718    34.7046    27.7904     0.8430    1536.80   4820.732
   4904.000     1.2577   3.181062    3.97462 7.3142e-02  0.1491551  0.1450421    34.7046    27.7904     0.8430    1536.82   4821.705
   4905.000     1.2577   3.181099    3.95655 7.3085e-02  0.1523145  0.1526574    34.7046    27.7904     0.8430    1536.84   4822.677
   4906.000     1.2578   3.181134    3.95426 7.3261e-02  0.1466515  0.1465380    34.7046    27.7904     0.8429    1536.86   4823.650
   4907.000     1.2577   3.181155    3.96809 7.2154e-02  0.1436766  0.1385129    34.7045    27.7903     0.8427    1536.87   4824.622
   4908.000     1.2577   3.181191    3.97386 7.3391e-02  0.1456710  0.1448318    34.7046    27.7904     0.8426    1536.89   4825.594
   4909.000     1.2576   3.181216    3.96793 7.3009e-02  0.1468740  0.1469740    34.7046    27.7905     0.8423    1536.91   4826.567
   4910.000     1.2568   3.181184    3.96209 7.2863e-02  0.1528941  0.1486406    34.7046    27.7905     0.8415    1536.92   4827.539
   4911.000     1.2573   3.181250    3.95894 7.2573e-02  0.1517832  0.1466444    34.7046    27.7905     0.8418    1536.94   4828.512
   4912.000     1.2574   3.181292    3.97612 7.3412e-02  0.1453141  0.1411678    34.7046    27.7905     0.8418    1536.96   4829.484
   4913.000     1.2574   3.181336    3.97751 7.3107e-02  0.1420948  0.1441791    34.7046    27.7905     0.8417    1536.98   4830.457
   4914.000     1.2578   3.181389    3.96287 7.3457e-02  0.1466171  0.1506343    34.7046    27.7904     0.8419    1537.00   4831.429
   4915.000     1.2577   3.181423    3.96990 7.2272e-02  0.1512499  0.1489269    34.7047    27.7905     0.8417    1537.01   4832.401
   4916.000     1.2572   3.181415    3.97186 7.3599e-02  0.1514048  0.1476783    34.7047    27.7906     0.8411    1537.03   4833.374
   4917.000     1.2573   3.181458    3.96288 7.1171e-02  0.1477602  0.1416327    34.7047    27.7906     0.8411    1537.05   4834.346
   4918.000     1.2574   3.181492    3.98402 7.3135e-02  0.1422568  0.1407498    34.7047    27.7905     0.8410    1537.06   4835.319
   4919.000     1.2574   3.181529    3.97156 7.1882e-02  0.1465145  0.1473994    34.7047    27.7905     0.8410    1537.08   4836.291
   4920.000     1.2576   3.181575    3.95791 7.3689e-02  0.1532274  0.1493323    34.7047    27.7905     0.8410    1537.10   4837.263
   4921.000     1.2576   3.181610    3.98066 7.3145e-02  0.1496437  0.1476374    34.7047    27.7905     0.8410    1537.12   4838.236
   4922.000     1.2576   3.181636    3.96722 7.3206e-02  0.1447267  0.1458146    34.7047    27.7905     0.8408    1537.13   4839.208
   4923.000     1.2576   3.181674    3.96705 7.3007e-02  0.1439769  0.1416897    34.7047    27.7905     0.8407    1537.15   4840.181
   4924.000     1.2578   3.181716    3.97031 7.2656e-02  0.1398612  0.1393785    34.7047    27.7905     0.8407    1537.17   4841.153
   4925.000     1.2579   3.181758    3.96980 7.3723e-02  0.1522726  0.1475064    34.7047    27.7905     0.8407    1537.19   4842.125
   4926.000     1.2580   3.181793    3.98700 7.2456e-02  0.1484785  0.1488767    34.7045    27.7903     0.8408    1537.21   4843.098
   4927.000     1.2581   3.181841    3.95849 7.3375e-02  0.1516567  0.1447686    34.7046    27.7904     0.8407    1537.23   4844.070
   4928.000     1.2583   3.181888    3.97244 7.3093e-02  0.1449377  0.1455241    34.7046    27.7904     0.8408    1537.24   4845.042
   4929.000     1.2584   3.181930    3.98606 7.3152e-02  0.1428908  0.1490547    34.7046    27.7904     0.8407    1537.26   4846.015
   4930.000     1.2585   3.181968    3.96663 7.2791e-02  0.1487224  0.1515122    34.7046    27.7904     0.8407    1537.28   4846.987
   4931.000     1.2586   3.182005    3.97801 7.2204e-02  0.1534229  0.1515060    34.7046    27.7903     0.8407    1537.30   4847.959
   4932.000     1.2587   3.182050    3.98895 7.3115e-02  0.1477191  0.1499551    34.7046    27.7903     0.8407    1537.32   4848.932
   4933.000     1.2588   3.182085    3.94866 7.3062e-02  0.1472039  0.1367537    34.7045    27.7903     0.8407    1537.33   4849.904
   4934.000     1.2587   3.182113    3.96576 7.3162e-02  0.1367149  0.1467544    34.7046    27.7903     0.8405    1537.35   4850.877
   4935.000     1.2590   3.182160    3.97472 7.2999e-02  0.1488083  0.1477969    34.7045    27.7903     0.8406    1537.37   4851.849
   4936.000     1.2591   3.182205    3.97265 7.2543e-02  0.1508489  0.1512927    34.7045    27.7903     0.8406    1537.39   4852.821
   4937.000     1.2592   3.182246    3.97826 7.2419e-02  0.1527388  0.1491256    34.7046    27.7903     0.8405    1537.40   4853.793
   4938.000     1.2594   3.182291    3.96259 7.1933e-02  0.1414777  0.1470417    34.7045    27.7902     0.8406    1537.42   4854.766
   4939.000     1.2594   3.182332    3.95603 7.2052e-02  0.1397220  0.1444342    34.7046    27.7903     0.8405    1537.44   4855.738
   4940.000     1.2593   3.182358    3.97960 7.2751e-02  0.1448758  0.1418478    34.7046    27.7903     0.8403    1537.46   4856.710
   4941.000     1.2593   3.182396    3.97719 7.1951e-02  0.1520477  0.1441265    34.7047    27.7904     0.8402    1537.47   4857.683
   4942.000     1.2595   3.182438    3.98329 7.2716e-02  0.1503079  0.1484389    34.7046    27.7903     0.8402    1537.49   4858.655
   4943.000     1.2596   3.182473    3.97461 7.1413e-02  0.1491876  0.1437625    34.7046    27.7903     0.8402    1537.51   4859.627
   4944.000     1.2597   3.182520    3.96230 7.4033e-02  0.1462532  0.1443352    34.7046    27.7903     0.8402    1537.53   4860.600
